Группа,Режим,Метрика,Сравнение,Mean diff (L-R),Cliff's delta,p raw,p Holm,significant<0.05,Предпочтительная архитектура
ann_history,adult,"Вычислительная цена, с/поимку",ANN frozen homeostatic V2 (frog_lib_ann_frozen_soft_sated_v2) vs ANN homeostatic V3 (frog_lib_ann_soft_sated_v3),-0.9564,-0.9976,8.46e-18,1.27e-16,True,ANN_FROZEN_SOFT_SATED_V2
ann_history,adult,"Вычислительная цена, с/поимку",ANN frozen homeostatic V2 (frog_lib_ann_frozen_soft_sated_v2) vs ANN frozen homeostatic V3 (frog_lib_ann_frozen_soft_sated_v3),-0.7636,-0.9776,3.74e-17,5.23e-16,True,ANN_FROZEN_SOFT_SATED_V2
ann_history,adult,"Вычислительная цена, с/поимку",ANN frozen homeostatic V2 (frog_lib_ann_frozen_soft_sated_v2) vs ANN homeostatic V3.1 (frog_lib_ann_soft_sated_v3_1),-0.3678,-0.8992,9.54e-15,1.05e-13,True,ANN_FROZEN_SOFT_SATED_V2
ann_history,adult,"Вычислительная цена, с/поимку",ANN frozen homeostatic V2 (frog_lib_ann_frozen_soft_sated_v2) vs ANN frozen homeostatic V3.1 (frog_lib_ann_frozen_soft_sated_v3_1),-0.5002,-0.9392,5.97e-16,7.17e-15,True,ANN_FROZEN_SOFT_SATED_V2
ann_history,adult,"Вычислительная цена, с/поимку",ANN homeostatic V3 (frog_lib_ann_soft_sated_v3) vs ANN frozen homeostatic V3 (frog_lib_ann_frozen_soft_sated_v3),0.1928,0.5880,4.12e-07,2.06e-06,True,ANN_FROZEN_SOFT_SATED_V3
ann_history,adult,"Вычислительная цена, с/поимку",ANN homeostatic V3 (frog_lib_ann_soft_sated_v3) vs ANN homeostatic V3.1 (frog_lib_ann_soft_sated_v3_1),0.5886,0.8960,1.19e-14,1.19e-13,True,ANN_SOFT_SATED_V3_1
ann_history,adult,"Вычислительная цена, с/поимку",ANN homeostatic V3 (frog_lib_ann_soft_sated_v3) vs ANN frozen homeostatic V3.1 (frog_lib_ann_frozen_soft_sated_v3_1),0.4562,0.8128,2.55e-12,2.04e-11,True,ANN_FROZEN_SOFT_SATED_V3_1
ann_history,adult,"Вычислительная цена, с/поимку",ANN frozen homeostatic V3 (frog_lib_ann_frozen_soft_sated_v3) vs ANN homeostatic V3.1 (frog_lib_ann_soft_sated_v3_1),0.3958,0.8800,3.46e-14,3.12e-13,True,ANN_SOFT_SATED_V3_1
ann_history,adult,"Вычислительная цена, с/поимку",ANN frozen homeostatic V3 (frog_lib_ann_frozen_soft_sated_v3) vs ANN frozen homeostatic V3.1 (frog_lib_ann_frozen_soft_sated_v3_1),0.2634,0.6840,3.84e-09,2.31e-08,True,ANN_FROZEN_SOFT_SATED_V3_1
ann_history,adult,"Вычислительная цена, с/поимку",ANN homeostatic V3.1 (frog_lib_ann_soft_sated_v3_1) vs ANN frozen homeostatic V3.1 (frog_lib_ann_frozen_soft_sated_v3_1),-0.1324,-0.4392,0.0002,0.0006,True,ANN_SOFT_SATED_V3_1
ann_history,developmental,"Темп ловли, мух/мин",ANN homeostatic V2 (frog_lib_ann_soft_sated_v2) vs ANN frozen homeostatic V2 (frog_lib_ann_frozen_soft_sated_v2),-6.7968,-0.9552,1.85e-16,1.67e-15,True,ANN_FROZEN_SOFT_SATED_V2
ann_history,developmental,"Темп ловли, мух/мин",ANN homeostatic V2 (frog_lib_ann_soft_sated_v2) vs ANN homeostatic V3 (frog_lib_ann_soft_sated_v3),0.2496,0.3972,0.0005,0.0010,True,ANN_SOFT_SATED_V2
ann_history,developmental,"Темп ловли, мух/мин",ANN homeostatic V2 (frog_lib_ann_soft_sated_v2) vs ANN frozen homeostatic V3 (frog_lib_ann_frozen_soft_sated_v3),0.3696,0.5704,7.58e-07,3.03e-06,True,ANN_SOFT_SATED_V2
ann_history,developmental,"Темп ловли, мух/мин",ANN homeostatic V2 (frog_lib_ann_soft_sated_v2) vs ANN homeostatic V3.1 (frog_lib_ann_soft_sated_v3_1),-1.4184,-0.9884,1.61e-17,1.78e-16,True,ANN_SOFT_SATED_V3_1
ann_history,developmental,"Темп ловли, мух/мин",ANN homeostatic V2 (frog_lib_ann_soft_sated_v2) vs ANN frozen homeostatic V3.1 (frog_lib_ann_frozen_soft_sated_v3_1),-0.0204,-0.0156,0.8956,0.8956,False,ANN_FROZEN_SOFT_SATED_V3_1
ann_history,developmental,"Темп ловли, мух/мин",ANN frozen homeostatic V2 (frog_lib_ann_frozen_soft_sated_v2) vs ANN homeostatic V3 (frog_lib_ann_soft_sated_v3),7.0464,1.0000,1.65e-18,2.44e-17,True,ANN_FROZEN_SOFT_SATED_V2
ann_history,developmental,"Темп ловли, мух/мин",ANN frozen homeostatic V2 (frog_lib_ann_frozen_soft_sated_v2) vs ANN frozen homeostatic V3 (frog_lib_ann_frozen_soft_sated_v3),7.1664,1.0000,4.99e-18,6.41e-17,True,ANN_FROZEN_SOFT_SATED_V2
ann_history,developmental,"Темп ловли, мух/мин",ANN frozen homeostatic V2 (frog_lib_ann_frozen_soft_sated_v2) vs ANN homeostatic V3.1 (frog_lib_ann_soft_sated_v3_1),5.3784,0.9024,7.58e-15,5.30e-14,True,ANN_FROZEN_SOFT_SATED_V2
ann_history,developmental,"Темп ловли, мух/мин",ANN frozen homeostatic V2 (frog_lib_ann_frozen_soft_sated_v2) vs ANN frozen homeostatic V3.1 (frog_lib_ann_frozen_soft_sated_v3_1),6.7764,0.9548,1.92e-16,1.67e-15,True,ANN_FROZEN_SOFT_SATED_V2
ann_history,developmental,"Темп ловли, мух/мин",ANN homeostatic V3 (frog_lib_ann_soft_sated_v3) vs ANN frozen homeostatic V3 (frog_lib_ann_frozen_soft_sated_v3),0.1200,0.6376,3.59e-09,2.15e-08,True,ANN_SOFT_SATED_V3
ann_history,developmental,"Темп ловли, мух/мин",ANN homeostatic V3 (frog_lib_ann_soft_sated_v3) vs ANN homeostatic V3.1 (frog_lib_ann_soft_sated_v3_1),-1.6680,-1.0000,1.62e-18,2.44e-17,True,ANN_SOFT_SATED_V3_1
ann_history,developmental,"Темп ловли, мух/мин",ANN homeostatic V3 (frog_lib_ann_soft_sated_v3) vs ANN frozen homeostatic V3.1 (frog_lib_ann_frozen_soft_sated_v3_1),-0.2700,-0.4596,5.31e-05,0.0002,True,ANN_FROZEN_SOFT_SATED_V3_1
ann_history,developmental,"Темп ловли, мух/мин",ANN frozen homeostatic V3 (frog_lib_ann_frozen_soft_sated_v3) vs ANN homeostatic V3.1 (frog_lib_ann_soft_sated_v3_1),-1.7880,-1.0000,4.93e-18,6.41e-17,True,ANN_SOFT_SATED_V3_1
ann_history,developmental,"Темп ловли, мух/мин",ANN frozen homeostatic V3 (frog_lib_ann_frozen_soft_sated_v3) vs ANN frozen homeostatic V3.1 (frog_lib_ann_frozen_soft_sated_v3_1),-0.3900,-0.5792,5.29e-07,2.65e-06,True,ANN_FROZEN_SOFT_SATED_V3_1
ann_history,developmental,"Темп ловли, мух/мин",ANN homeostatic V3.1 (frog_lib_ann_soft_sated_v3_1) vs ANN frozen homeostatic V3.1 (frog_lib_ann_frozen_soft_sated_v3_1),1.3980,0.9736,4.84e-17,4.84e-16,True,ANN_SOFT_SATED_V3_1
ann_history,developmental,"Время до первой поимки, с",ANN homeostatic V2 (frog_lib_ann_soft_sated_v2) vs ANN frozen homeostatic V2 (frog_lib_ann_frozen_soft_sated_v2),-0.2038,-0.1308,0.2611,0.5222,False,ANN_SOFT_SATED_V2
ann_history,developmental,"Время до первой поимки, с",ANN homeostatic V2 (frog_lib_ann_soft_sated_v2) vs ANN homeostatic V3 (frog_lib_ann_soft_sated_v3),-90.9040,-1.0000,7.06e-18,1.06e-16,True,ANN_SOFT_SATED_V2
ann_history,developmental,"Время до первой поимки, с",ANN homeostatic V2 (frog_lib_ann_soft_sated_v2) vs ANN frozen homeostatic V3 (frog_lib_ann_frozen_soft_sated_v3),-92.1162,-1.0000,7.06e-18,1.06e-16,True,ANN_SOFT_SATED_V2
ann_history,developmental,"Время до первой поимки, с",ANN homeostatic V2 (frog_lib_ann_soft_sated_v2) vs ANN homeostatic V3.1 (frog_lib_ann_soft_sated_v3_1),-4.1296,-0.6020,2.17e-07,1.52e-06,True,ANN_SOFT_SATED_V2
ann_history,developmental,"Время до первой поимки, с",ANN homeostatic V2 (frog_lib_ann_soft_sated_v2) vs ANN frozen homeostatic V3.1 (frog_lib_ann_frozen_soft_sated_v3_1),-4.7174,-0.5948,3.02e-07,1.81e-06,True,ANN_SOFT_SATED_V2
ann_history,developmental,"Время до первой поимки, с",ANN frozen homeostatic V2 (frog_lib_ann_frozen_soft_sated_v2) vs ANN homeostatic V3 (frog_lib_ann_soft_sated_v3),-90.7002,-1.0000,7.06e-18,1.06e-16,True,ANN_FROZEN_SOFT_SATED_V2
ann_history,developmental,"Время до первой поимки, с",ANN frozen homeostatic V2 (frog_lib_ann_frozen_soft_sated_v2) vs ANN frozen homeostatic V3 (frog_lib_ann_frozen_soft_sated_v3),-91.9124,-1.0000,7.06e-18,1.06e-16,True,ANN_FROZEN_SOFT_SATED_V2
ann_history,developmental,"Время до первой поимки, с",ANN frozen homeostatic V2 (frog_lib_ann_frozen_soft_sated_v2) vs ANN homeostatic V3.1 (frog_lib_ann_soft_sated_v3_1),-3.9258,-0.5124,1.02e-05,4.22e-05,True,ANN_FROZEN_SOFT_SATED_V2
ann_history,developmental,"Время до первой поимки, с",ANN frozen homeostatic V2 (frog_lib_ann_frozen_soft_sated_v2) vs ANN frozen homeostatic V3.1 (frog_lib_ann_frozen_soft_sated_v3_1),-4.5136,-0.5172,8.45e-06,4.22e-05,True,ANN_FROZEN_SOFT_SATED_V2
ann_history,developmental,"Время до первой поимки, с",ANN homeostatic V3 (frog_lib_ann_soft_sated_v3) vs ANN frozen homeostatic V3 (frog_lib_ann_frozen_soft_sated_v3),-1.2122,0.2636,0.0233,0.0700,False,ANN_SOFT_SATED_V3
ann_history,developmental,"Время до первой поимки, с",ANN homeostatic V3 (frog_lib_ann_soft_sated_v3) vs ANN homeostatic V3.1 (frog_lib_ann_soft_sated_v3_1),86.7744,1.0000,7.06e-18,1.06e-16,True,ANN_SOFT_SATED_V3_1
ann_history,developmental,"Время до первой поимки, с",ANN homeostatic V3 (frog_lib_ann_soft_sated_v3) vs ANN frozen homeostatic V3.1 (frog_lib_ann_frozen_soft_sated_v3_1),86.1866,1.0000,7.06e-18,1.06e-16,True,ANN_FROZEN_SOFT_SATED_V3_1
ann_history,developmental,"Время до первой поимки, с",ANN frozen homeostatic V3 (frog_lib_ann_frozen_soft_sated_v3) vs ANN homeostatic V3.1 (frog_lib_ann_soft_sated_v3_1),87.9866,1.0000,7.06e-18,1.06e-16,True,ANN_SOFT_SATED_V3_1
ann_history,developmental,"Время до первой поимки, с",ANN frozen homeostatic V3 (frog_lib_ann_frozen_soft_sated_v3) vs ANN frozen homeostatic V3.1 (frog_lib_ann_frozen_soft_sated_v3_1),87.3988,1.0000,7.06e-18,1.06e-16,True,ANN_FROZEN_SOFT_SATED_V3_1
ann_history,developmental,"Время до первой поимки, с",ANN homeostatic V3.1 (frog_lib_ann_soft_sated_v3_1) vs ANN frozen homeostatic V3.1 (frog_lib_ann_frozen_soft_sated_v3_1),-0.5878,-0.0480,0.6817,0.6817,False,ANN_SOFT_SATED_V3_1
ann_history,developmental,"Энергоэффективность, мух/энергию",ANN homeostatic V2 (frog_lib_ann_soft_sated_v2) vs ANN frozen homeostatic V2 (frog_lib_ann_frozen_soft_sated_v2),-0.0270,-0.8612,1.18e-13,1.65e-12,True,ANN_FROZEN_SOFT_SATED_V2
ann_history,developmental,"Энергоэффективность, мух/энергию",ANN homeostatic V2 (frog_lib_ann_soft_sated_v2) vs ANN homeostatic V3 (frog_lib_ann_soft_sated_v3),-0.0158,-0.2848,0.0142,0.0997,False,ANN_SOFT_SATED_V3
ann_history,developmental,"Энергоэффективность, мух/энергию",ANN homeostatic V2 (frog_lib_ann_soft_sated_v2) vs ANN frozen homeostatic V3 (frog_lib_ann_frozen_soft_sated_v3),-0.0060,-0.1616,0.1647,0.4941,False,ANN_FROZEN_SOFT_SATED_V3
ann_history,developmental,"Энергоэффективность, мух/энергию",ANN homeostatic V2 (frog_lib_ann_soft_sated_v2) vs ANN homeostatic V3.1 (frog_lib_ann_soft_sated_v3_1),-0.0273,-0.9096,4.64e-15,6.96e-14,True,ANN_SOFT_SATED_V3_1
ann_history,developmental,"Энергоэффективность, мух/энергию",ANN homeostatic V2 (frog_lib_ann_soft_sated_v2) vs ANN frozen homeostatic V3.1 (frog_lib_ann_frozen_soft_sated_v3_1),-0.0017,-0.0976,0.4019,0.8039,False,ANN_FROZEN_SOFT_SATED_V3_1
ann_history,developmental,"Энергоэффективность, мух/энергию",ANN frozen homeostatic V2 (frog_lib_ann_frozen_soft_sated_v2) vs ANN homeostatic V3 (frog_lib_ann_soft_sated_v3),0.0112,0.7920,9.01e-12,9.91e-11,True,ANN_FROZEN_SOFT_SATED_V2
ann_history,developmental,"Энергоэффективность, мух/энергию",ANN frozen homeostatic V2 (frog_lib_ann_frozen_soft_sated_v2) vs ANN frozen homeostatic V3 (frog_lib_ann_frozen_soft_sated_v3),0.0209,0.7920,9.01e-12,9.91e-11,True,ANN_FROZEN_SOFT_SATED_V2
ann_history,developmental,"Энергоэффективность, мух/энергию",ANN frozen homeostatic V2 (frog_lib_ann_frozen_soft_sated_v2) vs ANN homeostatic V3.1 (frog_lib_ann_soft_sated_v3_1),-0.0003,0.1952,0.0932,0.4661,False,ANN_SOFT_SATED_V3_1
ann_history,developmental,"Энергоэффективность, мух/энергию",ANN frozen homeostatic V2 (frog_lib_ann_frozen_soft_sated_v2) vs ANN frozen homeostatic V3.1 (frog_lib_ann_frozen_soft_sated_v3_1),0.0253,0.7584,6.49e-11,5.19e-10,True,ANN_FROZEN_SOFT_SATED_V2
ann_history,developmental,"Энергоэффективность, мух/энергию",ANN homeostatic V3 (frog_lib_ann_soft_sated_v3) vs ANN frozen homeostatic V3 (frog_lib_ann_frozen_soft_sated_v3),0.0098,0.2256,0.0523,0.3138,False,ANN_SOFT_SATED_V3
ann_history,developmental,"Энергоэффективность, мух/энергию",ANN homeostatic V3 (frog_lib_ann_soft_sated_v3) vs ANN homeostatic V3.1 (frog_lib_ann_soft_sated_v3_1),-0.0115,-0.8520,2.16e-13,2.59e-12,True,ANN_SOFT_SATED_V3_1
ann_history,developmental,"Энергоэффективность, мух/энергию",ANN homeostatic V3 (frog_lib_ann_soft_sated_v3) vs ANN frozen homeostatic V3.1 (frog_lib_ann_frozen_soft_sated_v3_1),0.0142,0.1800,0.1217,0.4868,False,ANN_SOFT_SATED_V3
ann_history,developmental,"Энергоэффективность, мух/энергию",ANN frozen homeostatic V3 (frog_lib_ann_frozen_soft_sated_v3) vs ANN homeostatic V3.1 (frog_lib_ann_soft_sated_v3_1),-0.0212,-0.8568,1.58e-13,2.06e-12,True,ANN_SOFT_SATED_V3_1
ann_history,developmental,"Энергоэффективность, мух/энергию",ANN frozen homeostatic V3 (frog_lib_ann_frozen_soft_sated_v3) vs ANN frozen homeostatic V3.1 (frog_lib_ann_frozen_soft_sated_v3_1),0.0044,0.0424,0.7174,0.8039,False,ANN_FROZEN_SOFT_SATED_V3
ann_history,developmental,"Энергоэффективность, мух/энергию",ANN homeostatic V3.1 (frog_lib_ann_soft_sated_v3_1) vs ANN frozen homeostatic V3.1 (frog_lib_ann_frozen_soft_sated_v3_1),0.0256,0.7616,5.39e-11,4.85e-10,True,ANN_SOFT_SATED_V3_1
ann_history,developmental,Игнорирование видимой добычи,ANN homeostatic V2 (frog_lib_ann_soft_sated_v2) vs ANN frozen homeostatic V2 (frog_lib_ann_frozen_soft_sated_v2),0.0029,0.9592,1.43e-16,5.72e-16,True,ANN_FROZEN_SOFT_SATED_V2
ann_history,developmental,Игнорирование видимой добычи,ANN homeostatic V2 (frog_lib_ann_soft_sated_v2) vs ANN homeostatic V3 (frog_lib_ann_soft_sated_v3),-0.0156,-1.0000,7.07e-18,1.06e-16,True,ANN_SOFT_SATED_V2
ann_history,developmental,Игнорирование видимой добычи,ANN homeostatic V2 (frog_lib_ann_soft_sated_v2) vs ANN frozen homeostatic V3 (frog_lib_ann_frozen_soft_sated_v3),-0.0391,-1.0000,7.07e-18,1.06e-16,True,ANN_SOFT_SATED_V2
ann_history,developmental,Игнорирование видимой добычи,ANN homeostatic V2 (frog_lib_ann_soft_sated_v2) vs ANN homeostatic V3.1 (frog_lib_ann_soft_sated_v3_1),-0.0087,-0.9592,1.43e-16,5.72e-16,True,ANN_SOFT_SATED_V2
ann_history,developmental,Игнорирование видимой добычи,ANN homeostatic V2 (frog_lib_ann_soft_sated_v2) vs ANN frozen homeostatic V3.1 (frog_lib_ann_frozen_soft_sated_v3_1),-0.0551,-1.0000,7.07e-18,1.06e-16,True,ANN_SOFT_SATED_V2
ann_history,developmental,Игнорирование видимой добычи,ANN frozen homeostatic V2 (frog_lib_ann_frozen_soft_sated_v2) vs ANN homeostatic V3 (frog_lib_ann_soft_sated_v3),-0.0185,-1.0000,7.07e-18,1.06e-16,True,ANN_FROZEN_SOFT_SATED_V2
ann_history,developmental,Игнорирование видимой добычи,ANN frozen homeostatic V2 (frog_lib_ann_frozen_soft_sated_v2) vs ANN frozen homeostatic V3 (frog_lib_ann_frozen_soft_sated_v3),-0.0420,-1.0000,7.07e-18,1.06e-16,True,ANN_FROZEN_SOFT_SATED_V2
ann_history,developmental,Игнорирование видимой добычи,ANN frozen homeostatic V2 (frog_lib_ann_frozen_soft_sated_v2) vs ANN homeostatic V3.1 (frog_lib_ann_soft_sated_v3_1),-0.0116,-1.0000,7.07e-18,1.06e-16,True,ANN_FROZEN_SOFT_SATED_V2
ann_history,developmental,Игнорирование видимой добычи,ANN frozen homeostatic V2 (frog_lib_ann_frozen_soft_sated_v2) vs ANN frozen homeostatic V3.1 (frog_lib_ann_frozen_soft_sated_v3_1),-0.0580,-1.0000,7.07e-18,1.06e-16,True,ANN_FROZEN_SOFT_SATED_V2
ann_history,developmental,Игнорирование видимой добычи,ANN homeostatic V3 (frog_lib_ann_soft_sated_v3) vs ANN frozen homeostatic V3 (frog_lib_ann_frozen_soft_sated_v3),-0.0236,-1.0000,7.07e-18,1.06e-16,True,ANN_SOFT_SATED_V3
ann_history,developmental,Игнорирование видимой добычи,ANN homeostatic V3 (frog_lib_ann_soft_sated_v3) vs ANN homeostatic V3.1 (frog_lib_ann_soft_sated_v3_1),0.0069,0.8408,4.42e-13,4.42e-13,True,ANN_SOFT_SATED_V3_1
ann_history,developmental,Игнорирование видимой добычи,ANN homeostatic V3 (frog_lib_ann_soft_sated_v3) vs ANN frozen homeostatic V3.1 (frog_lib_ann_frozen_soft_sated_v3_1),-0.0395,-1.0000,7.07e-18,1.06e-16,True,ANN_SOFT_SATED_V3
ann_history,developmental,Игнорирование видимой добычи,ANN frozen homeostatic V3 (frog_lib_ann_frozen_soft_sated_v3) vs ANN homeostatic V3.1 (frog_lib_ann_soft_sated_v3_1),0.0305,1.0000,7.07e-18,1.06e-16,True,ANN_SOFT_SATED_V3_1
ann_history,developmental,Игнорирование видимой добычи,ANN frozen homeostatic V3 (frog_lib_ann_frozen_soft_sated_v3) vs ANN frozen homeostatic V3.1 (frog_lib_ann_frozen_soft_sated_v3_1),-0.0159,-0.9008,8.56e-15,1.71e-14,True,ANN_FROZEN_SOFT_SATED_V3
ann_history,developmental,Игнорирование видимой добычи,ANN homeostatic V3.1 (frog_lib_ann_soft_sated_v3_1) vs ANN frozen homeostatic V3.1 (frog_lib_ann_frozen_soft_sated_v3_1),-0.0464,-1.0000,7.07e-18,1.06e-16,True,ANN_SOFT_SATED_V3_1
ann_history,developmental,Learning AUC,ANN homeostatic V2 (frog_lib_ann_soft_sated_v2) vs ANN frozen homeostatic V2 (frog_lib_ann_frozen_soft_sated_v2),-7.9295,-0.9696,6.72e-17,4.03e-16,True,ANN_FROZEN_SOFT_SATED_V2
ann_history,developmental,Learning AUC,ANN homeostatic V2 (frog_lib_ann_soft_sated_v2) vs ANN homeostatic V3 (frog_lib_ann_soft_sated_v3),2.4852,1.0000,7.07e-18,1.06e-16,True,ANN_SOFT_SATED_V2
ann_history,developmental,Learning AUC,ANN homeostatic V2 (frog_lib_ann_soft_sated_v2) vs ANN frozen homeostatic V3 (frog_lib_ann_frozen_soft_sated_v3),2.5634,1.0000,7.07e-18,1.06e-16,True,ANN_SOFT_SATED_V2
ann_history,developmental,Learning AUC,ANN homeostatic V2 (frog_lib_ann_soft_sated_v2) vs ANN homeostatic V3.1 (frog_lib_ann_soft_sated_v3_1),-0.0636,-0.0640,0.5837,0.5837,False,ANN_SOFT_SATED_V3_1
ann_history,developmental,Learning AUC,ANN homeostatic V2 (frog_lib_ann_soft_sated_v2) vs ANN frozen homeostatic V3.1 (frog_lib_ann_frozen_soft_sated_v3_1),1.1375,0.7064,1.17e-09,2.35e-09,True,ANN_SOFT_SATED_V2
ann_history,developmental,Learning AUC,ANN frozen homeostatic V2 (frog_lib_ann_frozen_soft_sated_v2) vs ANN homeostatic V3 (frog_lib_ann_soft_sated_v3),10.4147,1.0000,7.07e-18,1.06e-16,True,ANN_FROZEN_SOFT_SATED_V2
ann_history,developmental,Learning AUC,ANN frozen homeostatic V2 (frog_lib_ann_frozen_soft_sated_v2) vs ANN frozen homeostatic V3 (frog_lib_ann_frozen_soft_sated_v3),10.4929,1.0000,7.07e-18,1.06e-16,True,ANN_FROZEN_SOFT_SATED_V2
ann_history,developmental,Learning AUC,ANN frozen homeostatic V2 (frog_lib_ann_frozen_soft_sated_v2) vs ANN homeostatic V3.1 (frog_lib_ann_soft_sated_v3_1),7.8659,0.9720,5.64e-17,3.95e-16,True,ANN_FROZEN_SOFT_SATED_V2
ann_history,developmental,Learning AUC,ANN frozen homeostatic V2 (frog_lib_ann_frozen_soft_sated_v2) vs ANN frozen homeostatic V3.1 (frog_lib_ann_frozen_soft_sated_v3_1),9.0670,0.9992,7.50e-18,1.06e-16,True,ANN_FROZEN_SOFT_SATED_V2
ann_history,developmental,Learning AUC,ANN homeostatic V3 (frog_lib_ann_soft_sated_v3) vs ANN frozen homeostatic V3 (frog_lib_ann_frozen_soft_sated_v3),0.0783,0.7512,9.81e-11,2.94e-10,True,ANN_SOFT_SATED_V3
ann_history,developmental,Learning AUC,ANN homeostatic V3 (frog_lib_ann_soft_sated_v3) vs ANN homeostatic V3.1 (frog_lib_ann_soft_sated_v3_1),-2.5487,-1.0000,7.07e-18,1.06e-16,True,ANN_SOFT_SATED_V3_1
ann_history,developmental,Learning AUC,ANN homeostatic V3 (frog_lib_ann_soft_sated_v3) vs ANN frozen homeostatic V3.1 (frog_lib_ann_frozen_soft_sated_v3_1),-1.3477,-0.9640,1.01e-16,5.05e-16,True,ANN_FROZEN_SOFT_SATED_V3_1
ann_history,developmental,Learning AUC,ANN frozen homeostatic V3 (frog_lib_ann_frozen_soft_sated_v3) vs ANN homeostatic V3.1 (frog_lib_ann_soft_sated_v3_1),-2.6270,-1.0000,7.07e-18,1.06e-16,True,ANN_SOFT_SATED_V3_1
ann_history,developmental,Learning AUC,ANN frozen homeostatic V3 (frog_lib_ann_frozen_soft_sated_v3) vs ANN frozen homeostatic V3.1 (frog_lib_ann_frozen_soft_sated_v3_1),-1.4259,-0.9896,1.54e-17,1.23e-16,True,ANN_FROZEN_SOFT_SATED_V3_1
ann_history,developmental,Learning AUC,ANN homeostatic V3.1 (frog_lib_ann_soft_sated_v3_1) vs ANN frozen homeostatic V3.1 (frog_lib_ann_frozen_soft_sated_v3_1),1.2010,0.7880,1.15e-11,4.58e-11,True,ANN_SOFT_SATED_V3_1
ann_history,developmental,Успешность поимки,ANN homeostatic V2 (frog_lib_ann_soft_sated_v2) vs ANN frozen homeostatic V2 (frog_lib_ann_frozen_soft_sated_v2),0.0021,0.2400,0.0003,0.0038,True,ANN_SOFT_SATED_V2
ann_history,developmental,Успешность поимки,ANN homeostatic V2 (frog_lib_ann_soft_sated_v2) vs ANN homeostatic V3 (frog_lib_ann_soft_sated_v3),0.0011,0.0200,0.3271,1.0000,False,ANN_SOFT_SATED_V2
ann_history,developmental,Успешность поимки,ANN homeostatic V2 (frog_lib_ann_soft_sated_v2) vs ANN frozen homeostatic V3 (frog_lib_ann_frozen_soft_sated_v3),0.0011,0.0200,0.3271,1.0000,False,ANN_SOFT_SATED_V2
ann_history,developmental,Успешность поимки,ANN homeostatic V2 (frog_lib_ann_soft_sated_v2) vs ANN homeostatic V3.1 (frog_lib_ann_soft_sated_v3_1),0.0022,0.0800,0.0433,0.4768,False,ANN_SOFT_SATED_V2
ann_history,developmental,Успешность поимки,ANN homeostatic V2 (frog_lib_ann_soft_sated_v2) vs ANN frozen homeostatic V3.1 (frog_lib_ann_frozen_soft_sated_v3_1),0.0022,0.0600,0.0822,0.7400,False,ANN_SOFT_SATED_V2
ann_history,developmental,Успешность поимки,ANN frozen homeostatic V2 (frog_lib_ann_frozen_soft_sated_v2) vs ANN homeostatic V3 (frog_lib_ann_soft_sated_v3),-0.0010,-0.2152,0.0015,0.0215,True,ANN_SOFT_SATED_V3
ann_history,developmental,Успешность поимки,ANN frozen homeostatic V2 (frog_lib_ann_frozen_soft_sated_v2) vs ANN frozen homeostatic V3 (frog_lib_ann_frozen_soft_sated_v3),-0.0010,-0.2152,0.0015,0.0215,True,ANN_FROZEN_SOFT_SATED_V3
ann_history,developmental,Успешность поимки,ANN frozen homeostatic V2 (frog_lib_ann_frozen_soft_sated_v2) vs ANN homeostatic V3.1 (frog_lib_ann_soft_sated_v3_1),0.0001,-0.1416,0.0566,0.5659,False,ANN_FROZEN_SOFT_SATED_V2
ann_history,developmental,Успешность поимки,ANN frozen homeostatic V2 (frog_lib_ann_frozen_soft_sated_v2) vs ANN frozen homeostatic V3.1 (frog_lib_ann_frozen_soft_sated_v3_1),0.0001,-0.1656,0.0219,0.2631,False,ANN_FROZEN_SOFT_SATED_V2
ann_history,developmental,Успешность поимки,ANN homeostatic V3 (frog_lib_ann_soft_sated_v3) vs ANN frozen homeostatic V3 (frog_lib_ann_frozen_soft_sated_v3),0.0000,0.0000,1.0000,1.0000,False,ANN_FROZEN_SOFT_SATED_V3
ann_history,developmental,Успешность поимки,ANN homeostatic V3 (frog_lib_ann_soft_sated_v3) vs ANN homeostatic V3.1 (frog_lib_ann_soft_sated_v3_1),0.0011,0.0584,0.1857,1.0000,False,ANN_SOFT_SATED_V3
ann_history,developmental,Успешность поимки,ANN homeostatic V3 (frog_lib_ann_soft_sated_v3) vs ANN frozen homeostatic V3.1 (frog_lib_ann_frozen_soft_sated_v3_1),0.0011,0.0388,0.3297,1.0000,False,ANN_SOFT_SATED_V3
ann_history,developmental,Успешность поимки,ANN frozen homeostatic V3 (frog_lib_ann_frozen_soft_sated_v3) vs ANN homeostatic V3.1 (frog_lib_ann_soft_sated_v3_1),0.0011,0.0584,0.1857,1.0000,False,ANN_FROZEN_SOFT_SATED_V3
ann_history,developmental,Успешность поимки,ANN frozen homeostatic V3 (frog_lib_ann_frozen_soft_sated_v3) vs ANN frozen homeostatic V3.1 (frog_lib_ann_frozen_soft_sated_v3_1),0.0011,0.0388,0.3297,1.0000,False,ANN_FROZEN_SOFT_SATED_V3
ann_history,developmental,Успешность поимки,ANN homeostatic V3.1 (frog_lib_ann_soft_sated_v3_1) vs ANN frozen homeostatic V3.1 (frog_lib_ann_frozen_soft_sated_v3_1),-0.0001,-0.0176,0.7376,1.0000,False,ANN_FROZEN_SOFT_SATED_V3_1
